date,temperature,humidity,rainfall,state,city,month,year
2021-10-15 22:00:00,28.1,79,0.02,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-15 23:00:00,27.6,81,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-15 00:00:00,25.6,79,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 01:00:00,25.3,79,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 02:00:00,25.0,80,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 03:00:00,24.7,80,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 04:00:00,24.5,81,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 05:00:00,24.4,82,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 06:00:00,24.2,83,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 07:00:00,25.9,78,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 08:00:00,27.6,73,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 09:00:00,29.3,69,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 10:00:00,30.7,65,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 11:00:00,32.0,62,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 12:00:00,33.4,59,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 13:00:00,33.2,59,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 14:00:00,33.0,60,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 15:00:00,32.8,60,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 16:00:00,31.4,64,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 17:00:00,30.1,68,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 18:00:00,28.7,72,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 19:00:00,28.2,74,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 20:00:00,27.8,75,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 21:00:00,27.3,77,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 22:00:00,26.5,82,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 23:00:00,25.7,87,0.17,Andhra Pradesh,Vijayawada,10,2021
2021-10-15 00:00:00,25.6,76,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 01:00:00,25.3,76,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 02:00:00,25.0,77,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 03:00:00,24.7,77,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 04:00:00,24.5,79,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 05:00:00,24.3,80,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 06:00:00,24.1,82,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 07:00:00,25.8,77,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 08:00:00,27.6,72,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 09:00:00,29.3,68,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 10:00:00,30.6,65,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 11:00:00,31.9,63,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 12:00:00,33.2,60,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 13:00:00,33.1,60,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 14:00:00,33.0,60,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 15:00:00,32.9,59,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 16:00:00,31.5,63,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 17:00:00,30.2,67,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 18:00:00,28.8,71,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 19:00:00,28.4,72,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 20:00:00,27.9,74,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 21:00:00,27.5,75,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 22:00:00,26.6,81,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-15 23:00:00,25.7,87,0.3,Andhra Pradesh,Guntur,10,2021
2021-10-15 00:00:00,28.4,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 01:00:00,28.2,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 02:00:00,28.1,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 03:00:00,27.9,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 04:00:00,28.0,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 05:00:00,28.0,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 06:00:00,28.1,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 07:00:00,29.4,66,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 08:00:00,30.8,60,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 09:00:00,32.1,54,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 10:00:00,33.1,51,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 11:00:00,34.1,49,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 12:00:00,35.1,47,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 13:00:00,34.5,49,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 14:00:00,34.0,51,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 15:00:00,33.4,53,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 16:00:00,32.3,58,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 17:00:00,31.1,62,0.03,Andhra Pradesh,Nellore,10,2021
2021-10-15 18:00:00,30.0,67,0.04,Andhra Pradesh,Nellore,10,2021
2021-10-15 19:00:00,29.8,68,0.02,Andhra Pradesh,Nellore,10,2021
2021-10-15 20:00:00,29.7,69,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 21:00:00,29.5,70,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 22:00:00,28.9,72,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 23:00:00,28.4,74,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-15 00:00:00,28.4,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 01:00:00,28.2,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 02:00:00,28.1,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 03:00:00,27.9,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 04:00:00,28.0,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 05:00:00,28.0,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 06:00:00,28.1,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 07:00:00,29.4,66,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 08:00:00,30.8,60,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 09:00:00,32.1,54,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 10:00:00,33.1,51,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 11:00:00,34.1,49,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 12:00:00,35.1,47,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 13:00:00,34.5,49,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 14:00:00,34.0,51,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 15:00:00,33.4,53,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 16:00:00,32.3,58,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 17:00:00,31.1,62,0.03,Andhra Pradesh,Tirupati,10,2021
2021-10-15 18:00:00,30.0,67,0.04,Andhra Pradesh,Tirupati,10,2021
2021-10-15 19:00:00,29.8,68,0.02,Andhra Pradesh,Tirupati,10,2021
2021-10-15 20:00:00,29.7,69,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 21:00:00,29.5,70,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 22:00:00,28.9,72,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-15 23:00:00,28.4,74,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 00:00:00,22.3,65,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 01:00:00,22.0,64,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 02:00:00,21.8,64,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 03:00:00,21.5,64,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 04:00:00,21.5,63,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 05:00:00,21.4,63,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 06:00:00,21.4,62,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 07:00:00,22.7,60,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 08:00:00,24.1,58,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 09:00:00,25.4,56,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 10:00:00,27.2,51,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 11:00:00,29.0,46,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 12:00:00,30.8,41,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 13:00:00,30.9,42,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 14:00:00,31.0,43,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 15:00:00,31.1,44,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 16:00:00,29.6,49,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 17:00:00,28.1,54,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 18:00:00,26.6,59,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 19:00:00,26.3,61,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 20:00:00,25.9,63,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 21:00:00,25.6,65,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 22:00:00,24.5,76,0.0,Andhra Pradesh,Amaravati,10,2021
2021-10-16 23:00:00,23.4,87,1.9,Andhra Pradesh,Amaravati,10,2021
2021-10-16 00:00:00,27.2,82,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 01:00:00,27.1,83,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 02:00:00,27.1,83,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 03:00:00,27.0,84,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 04:00:00,27.0,84,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 05:00:00,26.9,84,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 06:00:00,26.9,84,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 07:00:00,27.8,79,0.0,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 08:00:00,28.6,75,0.03,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 09:00:00,29.5,71,0.04,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 10:00:00,29.3,74,0.02,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 11:00:00,29.2,77,0.57,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 12:00:00,29.0,81,0.76,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 13:00:00,28.6,82,0.38,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 14:00:00,28.3,84,0.5,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 15:00:00,27.9,85,0.67,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 16:00:00,27.9,85,0.33,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 17:00:00,27.9,85,0.97,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 18:00:00,27.9,85,1.29,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 19:00:00,27.9,86,0.64,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 20:00:00,27.8,86,0.53,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 21:00:00,27.8,86,0.71,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 22:00:00,27.3,87,0.36,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 23:00:00,26.7,87,0.23,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-16 00:00:00,24.9,92,0.22,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 01:00:00,24.8,92,0.11,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 02:00:00,24.8,92,0.07,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 03:00:00,24.7,92,0.09,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 04:00:00,24.8,92,0.04,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 05:00:00,24.9,92,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 06:00:00,25.0,92,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 07:00:00,25.9,88,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 08:00:00,26.9,85,0.2,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 09:00:00,27.8,82,0.27,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 10:00:00,28.5,79,0.13,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 11:00:00,29.3,77,0.47,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 12:00:00,30.0,75,0.62,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 13:00:00,30.0,74,0.31,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 14:00:00,30.1,74,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 15:00:00,30.1,74,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 16:00:00,29.1,77,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 17:00:00,28.0,80,0.1,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 18:00:00,27.0,84,0.13,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 19:00:00,26.3,87,0.07,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 20:00:00,25.6,90,0.23,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 21:00:00,24.9,94,0.31,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 22:00:00,24.8,94,0.16,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 23:00:00,24.7,93,0.0,Andhra Pradesh,Vijayawada,10,2021
2021-10-16 00:00:00,24.8,93,0.4,Andhra Pradesh,Guntur,10,2021
2021-10-16 01:00:00,24.8,93,0.2,Andhra Pradesh,Guntur,10,2021
2021-10-16 02:00:00,24.8,93,0.17,Andhra Pradesh,Guntur,10,2021
2021-10-16 03:00:00,24.8,92,0.22,Andhra Pradesh,Guntur,10,2021
2021-10-16 04:00:00,24.8,92,0.11,Andhra Pradesh,Guntur,10,2021
2021-10-16 05:00:00,24.8,92,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-16 06:00:00,24.8,93,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-16 07:00:00,25.6,90,0.0,Andhra Pradesh,Guntur,10,2021
2021-10-16 08:00:00,26.4,87,0.13,Andhra Pradesh,Guntur,10,2021
2021-10-16 09:00:00,27.2,84,0.18,Andhra Pradesh,Guntur,10,2021
2021-10-16 10:00:00,28.0,81,0.09,Andhra Pradesh,Guntur,10,2021
2021-10-16 11:00:00,28.9,78,0.23,Andhra Pradesh,Guntur,10,2021
2021-10-16 12:00:00,29.7,75,0.31,Andhra Pradesh,Guntur,10,2021
2021-10-16 13:00:00,29.9,74,0.16,Andhra Pradesh,Guntur,10,2021
2021-10-16 14:00:00,30.1,72,0.1,Andhra Pradesh,Guntur,10,2021
2021-10-16 15:00:00,30.3,71,0.13,Andhra Pradesh,Guntur,10,2021
2021-10-16 16:00:00,29.3,74,0.07,Andhra Pradesh,Guntur,10,2021
2021-10-16 17:00:00,28.2,78,0.03,Andhra Pradesh,Guntur,10,2021
2021-10-16 18:00:00,27.2,81,0.04,Andhra Pradesh,Guntur,10,2021
2021-10-16 19:00:00,26.4,85,0.02,Andhra Pradesh,Guntur,10,2021
2021-10-16 20:00:00,25.6,90,0.4,Andhra Pradesh,Guntur,10,2021
2021-10-16 21:00:00,24.8,94,0.53,Andhra Pradesh,Guntur,10,2021
2021-10-16 22:00:00,24.7,94,0.27,Andhra Pradesh,Guntur,10,2021
2021-10-16 23:00:00,24.6,94,0.1,Andhra Pradesh,Guntur,10,2021
2021-10-16 00:00:00,27.8,77,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 01:00:00,27.6,77,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 02:00:00,27.5,77,0.07,Andhra Pradesh,Nellore,10,2021
2021-10-16 03:00:00,27.3,78,0.09,Andhra Pradesh,Nellore,10,2021
2021-10-16 04:00:00,27.4,77,0.04,Andhra Pradesh,Nellore,10,2021
2021-10-16 05:00:00,27.5,77,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 06:00:00,27.6,76,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 07:00:00,28.8,69,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 08:00:00,30.1,63,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 09:00:00,31.3,56,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 10:00:00,31.7,56,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 11:00:00,32.2,56,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 12:00:00,32.6,56,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 13:00:00,32.5,57,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 14:00:00,32.3,57,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 15:00:00,32.2,57,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 16:00:00,31.1,62,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 17:00:00,29.9,67,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 18:00:00,28.8,72,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 19:00:00,28.6,73,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 20:00:00,28.5,74,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 21:00:00,28.3,75,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 22:00:00,28.0,76,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 23:00:00,27.8,78,0.0,Andhra Pradesh,Nellore,10,2021
2021-10-16 00:00:00,23.3,82,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 01:00:00,23.2,83,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 02:00:00,23.0,83,0.03,Andhra Pradesh,Tirupati,10,2021
2021-10-16 03:00:00,22.9,83,0.04,Andhra Pradesh,Tirupati,10,2021
2021-10-16 04:00:00,23.1,83,0.02,Andhra Pradesh,Tirupati,10,2021
2021-10-16 05:00:00,23.2,83,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 06:00:00,23.4,83,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 07:00:00,25.2,78,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 08:00:00,26.9,73,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 09:00:00,28.7,69,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 10:00:00,29.4,67,0.0,Andhra Pradesh,Tirupati,10,2021
2021-10-16 11:00:00,30.1,66,0.07,Andhra Pradesh,Tirupati,10,2021
2021-10-16 12:00:00,30.8,64,0.09,Andhra Pradesh,Tirupati,10,2021
2021-10-16 13:00:00,30.6,65,0.04,Andhra Pradesh,Tirupati,10,2021
2021-10-16 14:00:00,30.4,65,0.03,Andhra Pradesh,Tirupati,10,2021
2021-10-16 15:00:00,30.2,66,0.04,Andhra Pradesh,Tirupati,10,2021
2021-10-16 16:00:00,28.9,70,0.02,Andhra Pradesh,Tirupati,10,2021
2021-10-16 17:00:00,27.5,74,0.03,Andhra Pradesh,Tirupati,10,2021
2021-10-16 18:00:00,26.2,78,0.04,Andhra Pradesh,Tirupati,10,2021
2021-10-16 19:00:00,25.5,81,0.02,Andhra Pradesh,Tirupati,10,2021
2021-10-16 20:00:00,24.7,84,0.17,Andhra Pradesh,Tirupati,10,2021
2021-10-16 21:00:00,24.0,87,0.22,Andhra Pradesh,Tirupati,10,2021
2021-10-16 22:00:00,23.8,90,0.11,Andhra Pradesh,Tirupati,10,2021
2021-10-16 23:00:00,23.6,93,1.1,Andhra Pradesh,Tirupati,10,2021
2021-10-17 00:00:00,22.3,99,2.53,Andhra Pradesh,Amaravati,10,2021
2021-10-17 01:00:00,22.4,98,1.27,Andhra Pradesh,Amaravati,10,2021
2021-10-17 02:00:00,22.6,97,1.87,Andhra Pradesh,Amaravati,10,2021
2021-10-17 03:00:00,22.7,96,2.49,Andhra Pradesh,Amaravati,10,2021
2021-10-17 04:00:00,22.7,96,1.24,Andhra Pradesh,Amaravati,10,2021
2021-10-17 05:00:00,22.8,96,0.1,Andhra Pradesh,Amaravati,10,2021
2021-10-17 06:00:00,22.8,95,0.13,Andhra Pradesh,Amaravati,10,2021
2021-10-17 07:00:00,23.7,92,0.07,Andhra Pradesh,Amaravati,10,2021
2021-10-17 08:00:00,24.6,88,0.1,Andhra Pradesh,Amaravati,10,2021
2021-10-17 09:00:00,25.5,85,0.13,Andhra Pradesh,Amaravati,10,2021
2021-10-17 10:00:00,26.4,82,0.07,Andhra Pradesh,Amaravati,10,2021
2021-10-17 11:00:00,27.4,80,0.33,Andhra Pradesh,Amaravati,10,2021
2021-10-17 12:00:00,28.3,77,0.44,Andhra Pradesh,Amaravati,10,2021
2021-10-17 13:00:00,28.2,77,0.22,Andhra Pradesh,Amaravati,10,2021
2021-10-17 14:00:00,28.1,77,0.5,Andhra Pradesh,Amaravati,10,2021
2021-10-17 15:00:00,28.0,77,0.67,Andhra Pradesh,Amaravati,10,2021
2021-10-17 16:00:00,27.0,82,0.33,Andhra Pradesh,Amaravati,10,2021
2021-10-17 17:00:00,25.9,86,0.97,Andhra Pradesh,Amaravati,10,2021
2021-10-17 18:00:00,24.9,90,1.29,Andhra Pradesh,Amaravati,10,2021
2021-10-17 19:00:00,24.6,91,0.64,Andhra Pradesh,Amaravati,10,2021
2021-10-17 20:00:00,24.2,92,0.43,Andhra Pradesh,Amaravati,10,2021
2021-10-17 21:00:00,23.9,93,0.58,Andhra Pradesh,Amaravati,10,2021
2021-10-17 22:00:00,23.8,93,0.29,Andhra Pradesh,Amaravati,10,2021
2021-10-17 23:00:00,23.8,93,0.1,Andhra Pradesh,Amaravati,10,2021
2021-10-17 00:00:00,26.2,88,0.31,Andhra Pradesh,Visakhapatnam,10,2021
2021-10-17 01:00:00,26.1,88,0.16,Andhra Pradesh,Visakhapatnam,10,2021
